issue,url,title,state,created,closed,labels,thread_type,verdict,duplicate_of,n_causes,cause_ids,categories,strengths,evidence_kinds,n_ruled_out,ruled_out_findings,summary,evidence
32958,https://github.com/mrdoob/three.js/issues/32958,Perf: RenderObject.getGeometryCacheKey() creates temporary arrays every frame,CLOSED,2026-02-04,2026-02-04,,perf_defect_report,cause_asserted_unverified,,0,,,,,0,,Claim that getGeometryCacheKey allocates temp arrays/strings every frame; maintainer refuted—it is not called per frame.,
32959,https://github.com/mrdoob/three.js/issues/32959,WebGPURenderer: Add _propertiesVersion tracking to optimize NodeMaterialObserver,CLOSED,2026-02-04,2026-02-05,,perf_feature_request,cause_asserted_unverified,,1,CAH-05,core_algorithmic_hotpath,reporter_asserted,observed_cost,0,,Proposal to add _propertiesVersion setters to materials to avoid NodeMaterialObserver's ~55 per-frame property comparisons; declined as AI-driven.,"""method currently compares ~55 material properties every frame for each render object. In performance traces, this contributes ~9ms+ of CPU time in scenes with many objects."""
33052,https://github.com/mrdoob/three.js/issues/33052,Suggestion: Basic introduction to physics engine concepts in the physics manual page,CLOSED,2026-02-23,2026-02-23,Manual,other_nonperf,incidental,,0,,,,,0,,Manual documentation scope suggestion about physics concepts; performance mentioned only as a topic to document.,
33060,https://github.com/mrdoob/three.js/issues/33060,Feedback loop error with transmission + `antialias: false` + `DoubleSide` since r182,CLOSED,2026-02-24,2026-02-25,Regression,perf_regression_report,cause_established,,1,RTP-11,render_target_postprocessing,maintainer_confirmed,observed_cost,0,,"Since r182 transmission render target uses capabilities.samples; with antialias:false it becomes samples:0, causing a framebuffer/texture feedback loop and per-frame GL error flooding.","Mugen87: ""The force of MSAA has hidden a feedback loop that is present in the current transmission implementation."""
33062,https://github.com/mrdoob/three.js/issues/33062,How to Sharing depth between passes?,CLOSED,2026-02-25,2026-07-15,Enhancement; WebGPURenderer,perf_feature_request,cause_asserted_unverified,,1,RTP-05,render_target_postprocessing,speculative,hypothetical,0,,Request to share depth between PassNodes; discussion notes memory/bandwidth cost of compositing separate passes.,"Mugen87: ""I believe this is slower than the previous `RenderPass` approach since you add the base and ui texture in a shader which means you need double memory and bandwidth."""
33080,https://github.com/mrdoob/three.js/issues/33080,Some maps cause low performance,CLOSED,2026-02-27,2026-03-13,Needs Investigation,perf_defect_report,cause_asserted_unverified,,1,TUD-07,texture_upload_decode,speculative,hypothetical,0,,"User reports aoMap/normalMap causing GPU overload under WebGPU but not WebGL; no reproducible asset, closed.","comment by Makio64: ""Normal map & ao map add more operation on the gpu ( reading the texture in fragment ), but here im suspecting 2 things : overdraw + too many vertex / mesh."""
33107,https://github.com/mrdoob/three.js/issues/33107,`Renderer._renderObjectDirect()`: 4x object allocation per mesh per render GC pressure/jank,CLOSED,2026-03-02,2026-03-03,WebGPURenderer,perf_defect_report,cause_asserted_unverified,,1,PFAG-09,per_frame_allocation_gc,reporter_asserted,proposed_optimization,0,,"Report that _renderObjectDirect allocates 4 objects per mesh per frame (two closures in WebGPUBackend, two Object.keys arrays in NodeMaterialObserver), creating GC pressure.","body: ""4 objects are allocated per mesh for each render, and never used again. Two of the objects are full blown function closures, and two of them are arrays created by `Object.keys()`"""
33161,https://github.com/mrdoob/three.js/issues/33161,WebGLRenderer: Better support for blitFramebuffer,OPEN,2026-03-12,,Enhancement,perf_feature_request,cause_established,,1,RTP-05,render_target_postprocessing,measured,observed_cost,0,,copyTextureToTexture is much slower than blitFramebuffer or a fullscreen copy pass when used per-frame; request for a blit API.,"body: ""I've done some testing and found that `blitFramebuffer` is on par with a copy shader while `copyTextureToTexture` is much slower"" plus profiling screenshots and a StackBlitz test bed"
33177,https://github.com/mrdoob/three.js/issues/33177,Add optional force monoscopic rendering mode to WebXRManager,CLOSED,2026-03-14,2026-07-29,Won't fix,perf_feature_request,incidental,,0,,,,,0,,Request for forced monoscopic WebXR rendering; performance only mentioned as 'negligible impact'. Closed as won't fix.,
33188,https://github.com/mrdoob/three.js/issues/33188,OutlineNode.js will affect rendering frame rate.,CLOSED,2026-03-16,2026-03-16,,perf_defect_report,duplicate,30718,0,,,,,0,,Frame rate drop with WebGPU OutlineNode plus many Line2 objects; closed as duplicate of #30718.,
33193,https://github.com/mrdoob/three.js/issues/33193,Support for EXT_texture_norm16,CLOSED,2026-03-16,2026-04-01,Enhancement,perf_feature_request,cause_asserted_unverified,,1,TUD-15,texture_upload_decode,speculative,hypothetical,0,,Request for EXT_texture_norm16 support; mentions perf drawback of emulating interpolation with integer textures.,"body: ""integers: works, but you lose the linear interpolation in the shader and have to mimic it which might come with a drop in performance"""
33194,https://github.com/mrdoob/three.js/issues/33194,WebGPURenderer: Performance regression and high memory overhead with multiple Meshes and Multi-Materials compared to WebGLRenderer,CLOSED,2026-03-17,2026-03-17,Duplicate,perf_defect_report,duplicate,32916,0,,,,,0,,WebGPURenderer slower and more memory-hungry than WebGL with 1300 multi-material meshes; maintainer profiled it to NodeMaterialObserver.needsRefresh and bindBufferBase overhead; duplicate of #32916.,
33215,https://github.com/mrdoob/three.js/issues/33215,GPU vector text rendering via the Slug algorithm — atlas-free alternative to SDF/MSDF,CLOSED,2026-03-19,2026-03-23,,perf_feature_request,cause_asserted_unverified,,1,GBU-12,geometry_buffer_updates,reporter_asserted,proposed_optimization,0,,"Proposal for Slug-based GPU vector text; describes cost profiles of existing text approaches. Closed, encouraged as third-party addon.","body: ""Tessellates font outlines into triangle meshes. Produces crisp results but at very high polygon counts, making it impractical for scenes with significant amounts of text."""
33219,https://github.com/mrdoob/three.js/issues/33219,iPad Pro and BundleGroup,CLOSED,2026-03-20,2026-03-26,Device Issue; WebGPURenderer,perf_defect_report,ruled_out_or_no_cause,,0,,,,,1,WebKit WebGPU implementation bug affecting Apple A12 SoC devices causes the render bundle example to render a black screen on iPad Pro,WebGPU renderbundle performance example renders black on iPad Pro; traced to a WebKit/A12 SoC bug.,
33251,https://github.com/mrdoob/three.js/issues/33251,WebGPU Offscreen example including Inspector,CLOSED,2026-03-26,2026-03-27,Won't fix,perf_feature_request,no_mechanism,,0,,,,,0,,Request for a WebGPU OffscreenCanvas example with the Inspector; declined because Inspector depends on the DOM.,
33342,https://github.com/mrdoob/three.js/issues/33342,TSL: Cache function nodes per renderer,CLOSED,2026-04-06,2026-05-03,TSL,correctness_bug,cause_asserted_unverified,,1,SPC-04,shader_program_compilation,reporter_asserted,hypothetical,0,,"TSL function layout caching is module-level, causing stale nodes across renderers; avoiding layouts causes rebuild cost each use.","body: ""Avoiding function layouts causes nodes to be rebuilt every time the function is used, which is suboptimal."""
33355,https://github.com/mrdoob/three.js/issues/33355,WebGPU outline pass unnecessary overhead if no objects are selected,CLOSED,2026-04-09,2026-04-09,Post-processing,perf_defect_report,cause_established,,1,RTP-14,render_target_postprocessing,maintainer_confirmed,proposed_optimization,0,,WebGPU outline pass executes its full set of passes even when selectedObjects is empty; maintainer confirmed and filed a patch.,"Mugen87: ""Excellent observation! I'll file a PR with a patch."" in response to ""this should not be necessary."""
33367,https://github.com/mrdoob/three.js/issues/33367,"BatchedMesh can add multiple instances and assign different materials. By using instanceIndex, you can obtain the entity ID and apply more complex applications!",CLOSED,2026-04-11,2026-04-14,Help (please use the forum),perf_feature_request,cause_established,,1,IBL-08,instancing_batching_limits,maintainer_confirmed,hypothetical,0,,"Request for per-instance materials in BatchedMesh; maintainers explain instancing requires one shader, suggest atlas/array textures.","Mugen87: ""instanced rendering requires to render all instances with the same shader"" and ""defeats the purpose of what the class is intended for (draw call reduction via batching and instancing)"""
33428,https://github.com/mrdoob/three.js/issues/33428,TSL: Override UniformGroup with data from Object,CLOSED,2026-04-20,2026-04-20,,perf_feature_request,cause_established,,1,LUU-01,lights_uniforms_ubo,maintainer_confirmed,hypothetical,0,,Request for per-object UniformGroup override in TSL; maintainer says per-object uniform updates perform poorly and points to sharedUniformGroup().,"sunag: ""Updating uniforms per object, besides not performing well since it requires updating uniform buffers per object"""
33500,https://github.com/mrdoob/three.js/issues/33500,MikkTSpace memory leaking on multiple computes,CLOSED,2026-04-29,2026-04-29,Addons,perf_defect_report,cause_established,,1,MLD-08,memory_leak_disposal,reporter_asserted,observed_cost,0,,MikkTSpace addon's WASM memory buffer grows without being freed across repeated computeMikkTSpaceTangents calls; no dispose path.,"""you can see that the byteLength grows without going back to its base size"" plus before/after memory screenshots from the example branches"
33547,https://github.com/mrdoob/three.js/issues/33547,TSL: select() compiled to if statement in WGSL,CLOSED,2026-05-09,2026-05-10,TSL; Low priority,perf_defect_report,cause_asserted_unverified,,1,SPC-08,shader_program_compilation,reporter_asserted,hypothetical,0,,"TSL select() emitted as an if/else in WGSL, introducing branching instead of branchless select; resolved by using .uniformFlow().","""This avoids the performance cost of thread divergence that can happen with an if statement."" — non-maintainer, no measurement, hedged (""can happen"", ""could be worth fixing"")"
33548,https://github.com/mrdoob/three.js/issues/33548,TSL: Switch statement compiled to If else in WGSL,OPEN,2026-05-09,,TSL; Low priority,perf_question_or_help,no_mechanism,,0,,,,,0,,"TSL Switch compiles to if/else in WGSL; maintainer says it only matters if performance differs, no measurement given.",
33665,https://github.com/mrdoob/three.js/issues/33665,Renderer.compileAsync() may use stale frustum/projection state before _projectObject(),CLOSED,2026-05-28,2026-05-28,Bug,perf_defect_report,cause_asserted_unverified,,1,SPC-11,shader_program_compilation,reporter_asserted,observed_cost,0,,"compileAsync() calls _projectObject() without updating _frustum/_projScreenMatrix, so precompilation may miss objects that then build pipelines during the first real frame.","body: ""`compileAsync()` may traverse a different object set because `_projectObject()` uses stale `_frustum` / `_projScreenMatrix` state from a previous render pass."""
33673,https://github.com/mrdoob/three.js/issues/33673,forced single node program cache key for materials in the context of vector tiles,CLOSED,2026-05-28,2026-06-20,WebGPURenderer,perf_defect_report,cause_established,,2,SPC-02; GBU-01,shader_program_compilation; geometry_buffer_updates,maintainer_confirmed; maintainer_confirmed,observed_cost; proposed_optimization,0,,"Per-object node program cache keys (object UUID encoded into cache key) force material rebuilds for Line2/LineSegments2/Sprites/InstancedMesh in a vector-tile app, making render 5-6x slower.","Mugen87: ""The rebuild happens for `InstancedMesh` and all 3D object using `count` because of"" || Mugen87: ""You should never create/destroy geometry buffers per frame."""
33678,https://github.com/mrdoob/three.js/issues/33678,Performance panel is affecting scene FPS,CLOSED,2026-05-29,2026-06-09,Addons,perf_defect_report,cause_established,,1,O-04,other,reporter_asserted,observed_cost,0,,The stats/performance panel addon costs ~5 FPS because its graph is an SVG repainted every frame.,"marcofugaro (maintainer): ""the performance graph is using an SVG repainted every frame. This triggers Chrome's repaint, which is expensive""; ""goes from an average of 58fps, to an average of 53fps"""
